"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2012",22.4272426868263,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2013",23.7283312014827,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2014",22.5623087650667,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2015",19.6992156542418,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2016",22.0510261838141,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2017",20.9393685421384,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2018",20.4833254596177,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2019",20.1977784434989,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2020",20.2274657594685,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2021",20.1303356450519,
