,,,2020,2030,2040,2050
GHG [GtonCO2_eq],North Africa and Middle East,SSP2,0.3559064455045095,0.5383961431138086,0.747776615313541,0.9446627573226868
GHG [GtonCO2_eq],North Africa and Middle East,SSP3,0.36905522907939803,0.4907890785014355,0.6569829437953225,0.8390011876181788
GHG [GtonCO2_eq],North Africa and Middle East,SSP4,0.3689982167433354,0.48746599537164864,0.67787072094998,0.9191338334817235
GHG [GtonCO2_eq],North Africa and Middle East,SSP5,0.3440317190064356,0.5877267706863163,0.840225110223488,0.9018367918914845
CO2_f [GtonCO2_eq],Central Europe,SSP1,0.007414826081307594,0.013803755254745365,0.019777944104039935,0.02663520410509001
CO2_f [GtonCO2_eq],Central Europe,SSP2,0.007597776000412261,0.012929751489133882,0.021000124809373296,0.027561370721155092
CO2_f [GtonCO2_eq],Central Europe,SSP3,0.007817782910497385,0.011985891123496182,0.018990704342932447,0.027379359378765553
CO2_f [GtonCO2_eq],Central Europe,SSP4,0.007802290279595886,0.012043389945899584,0.019637073167124458,0.029619272019385495
CO2_f [GtonCO2_eq],Central Europe,SSP5,0.007389736811187225,0.014068435766480302,0.020873834921891345,0.025866597201536813
CO2_f [GtonCO2_eq],Central Latin America,SSP1,0.007293291028016006,0.014530198674942017,0.026795854926399642,0.045325493140591144
CO2_f [GtonCO2_eq],Central Latin America,SSP2,0.007523715653161524,0.013643486267819067,0.023383566425582286,0.039383239909389064
CO2_f [GtonCO2_eq],Central Latin America,SSP3,0.007797762415332152,0.01232629883086253,0.020354859896938745,0.0320626460944009
CO2_f [GtonCO2_eq],Central Latin America,SSP4,0.007781912089598643,0.012295175660954137,0.021093163799290045,0.03522462748188497
CO2_f [GtonCO2_eq],Central Latin America,SSP5,0.007261091625571137,0.01446730542462188,0.03128719553940642,0.04432759715711669
CO2_f [GtonCO2_eq],East Asia,SSP1,0.005096691144319898,0.010691519114600647,0.01575106090480306,0.023929976162456963
CO2_f [GtonCO2_eq],East Asia,SSP2,0.00516236436791454,0.009939486180667912,0.015725397856721432,0.021988636759133748
CO2_f [GtonCO2_eq],East Asia,SSP3,0.005336549196603003,0.008260748086660826,0.01343327599488311,0.01934284586267767
CO2_f [GtonCO2_eq],East Asia,SSP4,0.005329941884592521,0.008354572070073105,0.014254235392191303,0.02184130366725758
CO2_f [GtonCO2_eq],East Asia,SSP5,0.0050966273376921644,0.010897716638012507,0.017409626091437876,0.024092896320366944
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP1,0.004983372440769216,0.008580305792877644,0.012645617554452,0.016005179083462905
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP2,0.005117775099240734,0.008117578878220953,0.01215771389209568,0.01666096414588503
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP3,0.00530684871129603,0.0073997912282885835,0.01068154646560779,0.014797416958144042
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP4,0.0053060288994689325,0.00734968799151628,0.011021150049555499,0.0162107119457414
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP5,0.004947021856678846,0.008861353263878628,0.013660786237678057,0.015905644991865867
CH4 [GtonCO2_eq],Central Europe,SSP1,0.2391379118344077,0.39173407300554836,0.45756154077393024,0.49193347121056746
